,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1386107090163453957,1386107090163453957,"You people ""stand"" with the ones who blinded thousands of children in Kashmir and cheered when our plane crashed. T… https://t.co/BNiRk4JAjN
",you people stand with the ones who blinded thousands of children in kashmir and cheered when our plane crashed t,0.0025230284878947,0.7620526,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385511259110531072,1385511259110531072,"All our prayers for humanity. Yes #IndianLivesMatter...and so does lives of thousands of Kashmir youth killed by In… https://t.co/WiTNGbCiUl
",all our prayers for humanity yes so does lives of thousands of kashmir youth killed by in,0.0122044543100221,0.8180236,Not Supportive,Not Supportive,Supportive,Not Supportive,en
1385853867364061185,1385853867364061185,"@KanganaTeam Sympathies with you after seeing your tweet and knowledge. Pakistan was discussing to ""Buy"" Oxford vac… https://t.co/EfjzSOWCU4
",sympathies with you after seeing your tweet and knowledge pakistan was discussing to buy oxford vac,0.0221550332182216,0.67868,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386762986195324928,1386762986195324928,"RT @purushu004: Thank you @CRED_club for giving me the opportunity to contribute my part in #OxygenForIndia.  Please contribute as much as…
",rt thank you for giving me the opportunity to contribute my part in please contribute as much as,0.0300464701572892,0.7832203,Supportive,Supportive,Supportive,Supportive,en
1385381606567854085,1385381606567854085,"It is time to stand with people of India, govt of Pakistan take initiatives to help our neighbors. Let humanity be… https://t.co/PmkhEz84MU
",it is time to stand with people of india govt of pakistan take initiatives to help our neighbors let humanity be,0.0344475100421229,0.76698315,Supportive,Supportive,Supportive,Supportive,en
1385925665757802496,1385925665757802496,"It is very heart wrenching to see the news coming from India. I hope sense prevails in subcontinent and we start in… https://t.co/MDAeNxj2mV
",it is very heart wrenching to see the news coming from india i hope sense prevails in subcontinent and we start in,0.4408277082152014,0.6676612,Supportive,Supportive,Supportive,Supportive,en
1385972090914934787,1385972090914934787,"Its #heartwarming how Pakistanis are rising up to help their Indian neighbours, especially if you know Pakistan/Ind… https://t.co/hcuWhdoVCh
",its how pakistanis are rising up to help their indian neighbours especially if you know pakistan ind,0.0029070921769381,0.70807576,Not Supportive,Supportive,Supportive,Supportive,en
1386234038004994048,1386234038004994048,"RT @MalikAbuHurrai3: We feel pain for India and we also pray for India but never forget the pain of Kashmiri people. Now India should under…
",rt we feel pain for india and we also pray for india but never forget the pain of kashmiri people now india should under,0.0062169841992117,0.7349569,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385704380452810752,1385704380452810752,"RT @IHRCEU: We pray for the recovery of all #COVID19 patients across the world including #Indian. Let's fight stronger together against #CO…
",rt we pray for the recovery of all patients across the world including let s fight stronger together against,0.2436092800396324,0.7349372,Supportive,Supportive,Supportive,Supportive,en
1385875914643460104,1385875914643460104,"#Pakistanis love for #Indians 💞💞💞 #Pakistan is not in a position to offer anything to #India in this #pandemic but… https://t.co/YIAD5LJ4Kr
",love for is not in a position to offer anything to in this but,0.0273340349941771,0.6081013,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385626951654772742,1385626951654772742,"RT @beinghuman_kash: Pakistan and Indian should learn lesson from this pandemic and stop investing on Missiles and Guns. instead must inves…
",rt pakistan and indian should learn lesson from this pandemic and stop investing on missiles and guns instead must inves,0.0376437635068034,0.7346067,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385587969306730496,1385587969306730496,"RT @MariaAf88017934: We must help India with oxygen supplies as their hospitals run out Political differences aside,'No religion is higher…
",rt we must help india with oxygen supplies as their hospitals run out political differences aside no religion is higher,0.0208398330203419,0.69118863,Supportive,Supportive,Supportive,Supportive,en
1386227146067169280,1386227146067169280,"Prayer's for india May Allah swt keep everyone safe #indianeedoxygen #pakistanstandwithindia #PrayForIndia #RecoverShiaMissingPersons
",prayer s for india may allah swt keep everyone safe,0.0939168153954032,0.79008394,Supportive,Supportive,Supportive,Supportive,en
1386596685338464260,1386596685338464260,"As a Doctor I don’t want my patients die bcoz of lack of oxygen supply n I will even beg for the oxygen if needed b… https://t.co/I5HhD7K9YR
",as a doctor i don t want my patients die bcoz of lack of oxygen supply n i will even beg for the oxygen if needed b,0.0163573245891376,0.69548905,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386282287658987523,1386282287658987523,"RT @FaizAhmedChugh2: Instead of all these screen shots...  pakistani plane crashed was a huge loss but indian cheered up but we in this con…
",rt instead of all these screen shots pakistani plane crashed was a huge loss but indian cheered up but we in this con,0.0104491019955418,0.6637474,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385872586253508608,1385872586253508608,"Borders and geographic boundaries are man-made beyond these we all are human. we all are the same. My prayers for y… https://t.co/OwHPsyMmjf
",borders and geographic boundaries are man made beyond these we all are human we all are the same my prayers for y,0.094001854768902,0.79432595,Supportive,Supportive,Supportive,Supportive,en
1385877473418641408,1385877473418641408,"#PakistanstandswithIndia #Pakistanis  Even though we fight, we abuse we hate each other.But We(Indias and Pakistani… https://t.co/rflpq27dYt
",even though we fight we abuse we hate each other but we indias and pakistani,0.5011023847132237,0.75471854,Supportive,Supportive,Supportive,Supportive,en
1386825349904879616,1386825349904879616,"RT @ShanzajamilPTI: #EndiaSaySorryToKashmir  Indian fanaticism has eroded its democracy and the treatment of minorities in India has also e…
",rt indian fanaticism has eroded its democracy and the treatment of minorities in india has also e,0.0033358303297211,0.77009106,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385538063502295041,1385538063502295041,"This is due to the #KumbhMela these events shouldn't be held in a first place ... #ModiGovtSeNaHoPayega… https://t.co/t7SykwSFOz
",this is due to the these events shouldn t be held in a first place,0.0087186734791303,0.584914,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386284325562372096,1386284325562372096,"India is going through the toughest phase, expressing my solidarity with the Indians that they are trying hard to s… https://t.co/kIBKSjwp0k
",india is going through the toughest phase expressing my solidarity with the indians that they are trying hard to s,0.0060931594221326,0.8251757,Supportive,Supportive,Supportive,Supportive,en
1385829188767191040,1385829188767191040,"Feeling proud for all pakistani who stand for humanity. One day all issues b/t ind &amp; pak will be solved and both co… https://t.co/jjPxVALdoo
",feeling proud for all pakistani who stand for humanity one day all issues b t ind amp pak will be solved and both co,0.5926771545748425,0.70962614,Supportive,Supportive,Supportive,Supportive,en
1386226043246231554,1386226043246231554,"RT @NoorSayys: Dear Prime Minister @ImranKhanPTI, Our neighbour need our help! Islam pays great emphasis on the status of neighbours. Allah…
",rt dear prime minister our neighbour need our help islam pays great emphasis on the status of neighbours allah,0.0048095288215519,0.69317245,Not Supportive,Supportive,Supportive,Supportive,en
1386586517884215296,1386586517884215296,"RT @MominaMustehsan: Humanity above all! Thank you @SMQureshiPTI and the citizens of Pakistan. Being there for each other in crisis &amp; being…
",rt humanity above all thank you and the citizens of pakistan being there for each other in crisis amp being,0.3696340853330353,0.78156954,Supportive,Supportive,Supportive,Supportive,en
1385861492679970816,1385861492679970816,"#PakistanstandswithIndia much love to Pakistan 🇵🇰♥️ governments of both the countries should see this and realise t… https://t.co/6Kpkq1ALPT
",much love to pakistan governments of both the countries should see this and realise t,0.6455834978196281,0.66202134,Supportive,Supportive,Supportive,Supportive,en
1385667179425763328,1385667179425763328,"RT @TheNewsTodayPak: Economic situation improving, country is on path of turnaround: Speaker NA  https://t.co/FAgYjoW5F5  #jummahmubarak #p…
",rt economic situation improving country is on path of turnaround speaker na,0.0309301035263308,0.7234393,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1389406925469765632,1389406925469765632,"RT @Badsah77813160: This is what Mamta did with Modi and Amit Shah when they went to Bengal #ModiResignOrRepeal #ElectionResult #BengalElec…
",rt this is what mamta did with modi and amit shah when they went to bengal,0.0022752207322127,0.6524515,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386050159763542016,1386050159763542016,"RT @KanwalMna: Heart wrenching Scenes from India, My heart goes for the suffering ppl of India knowing how cruel this disease #COVID19 is…
",rt heart wrenching scenes from india my heart goes for the suffering ppl of india knowing how cruel this disease is,0.012569139550842,0.78499687,Supportive,Supportive,Supportive,Supportive,en
1387389161406074880,1387389161406074880,"RT @BabarJalandhari: Pakistan Stand with India in fight against Covid.  ""Coverage in Indian Newspaper""  #PakistanstandswithIndia  #OpenKart…
",rt pakistan stand with india in fight against covid coverage in indian newspaper,0.0108935595323009,0.7559239,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387588807785074688,1387588807785074688,"RT @IqbaalAhmed20: Today we should salute FAISAL EDHI (which runs the world's largest volunteer ambulance network) - a true hero! #Pakistan…
",rt today we should salute faisal edhi which runs the world s largest volunteer ambulance network a true hero,0.0091652936385527,0.78901327,Supportive,Supportive,Supportive,Supportive,en
1385199410338959360,1385199410338959360,"RT @malhotra_malika: Ram Janmabhoomi Trust has now come forward to build State-of-Art Oxygen Plant at Dashrath Medical College in Ayodhya.…
",rt ram janmabhoomi trust has now come forward to build state of art oxygen plant at dashrath medical college in ayodhya,0.0018311085683831,0.6826429,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385785759999807488,1385785759999807488,"Thank you Pakistani bros for your kind words. Much love from India #PakistanstandswithIndia
",thank you pakistani bros for your kind words much love from india,0.2718878742313767,0.7863677,Supportive,Supportive,Supportive,Supportive,en
1385740736486944768,1385740736486944768,"We may not be on good terms but humanity first.😥 The innocent human life suffering breaks my heart. I pray for the… https://t.co/fixuY3f69m
",we may not be on good terms but humanity first the innocent human life suffering breaks my heart i pray for the,0.4333277848007786,0.7675607,Supportive,Supportive,Supportive,Supportive,en
1387161893295452167,1387161893295452167,"RT @SCRattleSnake: Where are all the Modi Bhakts now? At the Gurdwara asking for oxygen. Don't worry,""Khalistani's"" will provide. Karma str…
",rt where are all the modi bhakts now at the gurdwara asking for oxygen don t worry khalistani s will provide karma str,0.002697696514082,0.59728867,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386614563399868422,1386614563399868422,"Not just India...our Govt too. Concrete landscaping DON'T provide oxygen. #SriLanka #IndiaNeedsOxygen https://t.co/6GGfJOsBRE
",not just india our govt too concrete landscaping don t provide oxygen,0.0059863869303408,0.6018853,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386128409944895490,1386128409944895490,"Pray for india everyone 🤲 InshaAllah everything is going to be fine. Please everyone follow SOP's  Stay at home and… https://t.co/j1t2Qwqh09
",pray for india everyone inshaallah everything is going to be fine please everyone follow sop s stay at home and,0.1181525171090668,0.7180729,Supportive,Supportive,Supportive,Supportive,en
1385788364364795904,1385788364364795904,"Thank you to all pakistani brothers who showed humanity for India .ties between both country are intact forever .🇮🇳… https://t.co/xUK64Ku6Vk
",thank you to all pakistani brothers who showed humanity for india ties between both country are intact forever,0.2729353742708155,0.7332436,Supportive,Supportive,Supportive,Supportive,en
1386139977721937925,1386139977721937925,"@ashoswai Still ur tweet is visible and whole world know #indianeedoxygen #indianeedoxygen #IndianLivesMatter… https://t.co/jZaNwPuxdj
",still ur tweet is visible and whole world know,0.008538946728128,0.6167163,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385799352019427328,1385799352019427328,"#PakistanstandswithIndia  India and Pakistan shall look beyond China and America. If both work together, can use th… https://t.co/2XNO8l0VmS
",india and pakistan shall look beyond china and america if both work together can use th,0.2079811266560043,0.7093638,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386265985003311104,1386265985003311104,"#SOSIYC @INCBihar @IYCBihar  Need urgent help for the following patient in Patna. She is 25 yrs old and needs a bed… https://t.co/t7uBKTW7rD
",need urgent help for the following patient in patna she is 25 yrs old and needs a bed,0.0124241111885091,0.73817605,Supportive,Supportive,Supportive,Supportive,en
1385228359836127238,1385228359836127238,"RT @AjaySingh_sp: For the first time he has been shamed enough by the public to cancel his rally !! It's a start, keep up the pressure for…
",rt for the first time he has been shamed enough by the public to cancel his rally it s a start keep up the pressure for,0.0047577744337143,0.63414955,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385816819001270276,1385816819001270276,"@MitaliLive @SalmanSoz Deception. #India Only hope is to turn to God for His mercy. #IndiaNeedsOxygen
",deception only hope is to turn to god for his mercy,0.0720538046075476,0.7407763,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386285332878872576,1386285332878872576,"#IndiaNeedsOxygen we must send @MNDF_Official to india and help in this sad situation!
",we must send to india and help in this sad situation,0.0439183228980063,0.7238253,Supportive,Supportive,Supportive,Supportive,en
1385872631795109888,1385872631795109888,"RT @Ahmed83206088: @gryclls No civil war is there.!! Thats such a negative response from media(indian) spreading fake news But we always st…
",rt no civil war is there thats such a negative response from media indian spreading fake news but we always st,0.4194709692998362,0.6784803,Supportive,Supportive,Supportive,Supportive,en
1385800445935951874,1385800445935951874,"Now is the time for Pak-India to invest on Health and Education instead of weapons.  Get Well Soon India. #COVID19… https://t.co/vjFpyQ9FYS
",now is the time for pak india to invest on health and education instead of weapons get well soon india,0.0238612465637697,0.71923476,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1385154181003038728,1385154181003038728,"Throw back from Gujarat  Life is all about UP &amp; DOWN  NEVER GIVE UP 💪🏻🇮🇳  #ThrowbackThursday #NeverGiveUp #gym… https://t.co/adIw1kThqL
",throw back from gujarat life is all about up amp down never give up,0.0053793027885153,0.69641036,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385670926625394690,1385670926625394690,"Put regional conflicts aside,its time 4 copperataion ,serve for humanity it will serve  you more. #PMImranKhan… https://t.co/U5u8JwUZ8C
",put regional conflicts aside its time 4 copperataion serve for humanity it will serve you more,0.0285553095262541,0.7328549,Supportive,Supportive,Supportive,Supportive,en
1386336616868941824,1386336616868941824,"RT @waqasakhter077: If India wants to end its troubles, it should close the Kashmiri oppressed and end the lockdown in Kashmir. God is puni…
",rt if india wants to end its troubles it should close the kashmiri oppressed and end the lockdown in kashmir god is puni,0.002816788934984,0.7330058,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386401865198313474,1386401865198313474,"@narendramodi People need O2 &amp; dying ..u have time for Man ki baat ??? #ResignModi  #indianeedoxygen  #indalivesmatter
",people need o2 amp dying u have time for man ki baat,0.0176827989347719,0.6636249,Not Supportive,Not Supportive,Not Supportive,Not Supportive,da
1386245994392612866,1386245994392612866,"I checked this #indianeedoxygen hashtag and it literally made me cry. I can’t believe how people in India handling… https://t.co/NmlQ4yVrel
",i checked this hashtag and it literally made me cry i can t believe how people in india handling,0.0044564415861647,0.6369071,Supportive,Supportive,Supportive,Supportive,en
1385657840963043328,1385657840963043328,"Tgoughts &amp; prayers with our neighbours in this difficult time. We are with you. #IndiaNeedsOxygen
",tgoughts amp prayers with our neighbours in this difficult time we are with you,0.0075701756578699,0.71377856,Supportive,Supportive,Supportive,Supportive,en
1386019955154509824,1386019955154509824,"RT @IqbalMuhsan: In India’s torment, in its moment of grief, in its darkest hour, Pakistan stands by its ۔ May Allah take away this pandemi…
",rt in india s torment in its moment of grief in its darkest hour pakistan stands by its may allah take away this pandemi,0.0169784595948487,0.81376874,Supportive,Supportive,Supportive,Supportive,en
1385757382412800004,1385757382412800004,"The #FacistModi yet stupid has been fooled by #West. The world largest #Vaccine producer #Endia facing an undeclare… https://t.co/uMxFw7ZDnv
",the yet stupid has been fooled by the world largest producer facing an undeclare,0.0019827661244934,0.6594385,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385907478521651200,1385907478521651200,"RT @TopTrendsWatch: Just started trending in Pakistan.  #EndiaSaySorryToKashmir #KingOfRamzanTransmissionALH #ماسک_اور_احتیاط #OurPrideFron…
",rt just started trending in pakistan,0.0045627746341859,0.65307736,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385553437228617732,1385553437228617732,"RT @saqib_4njum: Two Nuclear Forces here!  One experiecing shortage of oxygen for Covid patients, the other looking down the same road righ…
",rt two nuclear forces here one experiecing shortage of oxygen for covid patients the other looking down the same road righ,0.0436089055577799,0.7016677,Supportive,Supportive,Supportive,Supportive,en
1385518605413068801,1385518605413068801,"Pakistan's Edhi Foundation is willing to provide assistance to India against the latest #COVID19 rebound in the cou… https://t.co/VmMFMN2XWF
",pakistan s edhi foundation is willing to provide assistance to india against the latest rebound in the cou,0.0041215132852884,0.71625453,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385906165175881728,1385906165175881728,"Thank you so much neighbours...pray for us...hope that the situation comes under control...😢🙏 #PakistanstandswithIndia
",thank you so much neighbours pray for us hope that the situation comes under control,0.305604856177043,0.7287968,Supportive,Supportive,Supportive,Supportive,en
1386027296541261824,1386027296541261824,"Lately, this situation Corona Virus is getting worse, plz take care of yourselves. May Allah(SWT) fix it. #PakistanstandswithIndia
",lately this situation corona virus is getting worse plz take care of yourselves may allah swt fix it,0.0317179008261999,0.6738775,Supportive,Supportive,Supportive,Supportive,en
1386519142795075588,1386519142795075588,"RT @SufyanAwan456: @SMQureshiPTI Yes as we have enough ventilators that you are donating them @SMQureshiPTI first check conditions in #paki…
",rt yes as we have enough ventilators that you are donating them first check conditions in,0.0011691463647491,0.7093969,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385727329385787396,1385727329385787396,"Get well soon india from covid19 and from jealousy of Pakistan. Allah loves them who loves humanity. there is not a… https://t.co/32BThkntSq
",get well soon india from covid19 and from jealousy of pakistan allah loves them who loves humanity there is not a,0.0200461212520643,0.7732541,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386344172295266304,1386344172295266304,"We are praying for our neighbor country. Allah tallah sb ko apny hifzo eman mein rakhey or hum sb ko is corona bema… https://t.co/YK3GQ6u6IH
",we are praying for our neighbor country allah tallah sb ko apny hifzo eman mein rakhey or hum sb ko is corona bema,0.4091363263494258,0.7709539,Supportive,Supportive,Supportive,Supportive,en
1385198559822290946,1385198559822290946,"Black day people are suffering without oxygen and vaccines India         We are #IndiaNeedsOxygen
",black day people are suffering without oxygen and vaccines india we are,0.0095065785501667,0.7681196,Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385934222611865600,1385934222611865600,"India records world's highest single day covid19 cases of 3,15,660 in a  single day.we have to pray for them but ju… https://t.co/GiDwR7xvMk
",india records world s highest single day covid19 cases of 3 15 660 in a single day we have to pray for them but ju,0.0031152150294699,0.7306937,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385842749845303296,1385842749845303296,"#PakistanstandswithIndia Thanks Pakistan for sweet gesture we love India as well as Pakistan let's end the war unit… https://t.co/toWY4ssuRo
",thanks pakistan for sweet gesture we love india as well as pakistan let s end the war unit,0.1936059340620219,0.7862409,Supportive,Supportive,Supportive,Supportive,en
1386110921097977860,1386110921097977860,"RT @Chinamay4661: I hv a strng belief that these covid crisis will bring the revolutionary chngs in the healthcr sctr on the cost of severa…
",rt i hv a strng belief that these covid crisis will bring the revolutionary chngs in the healthcr sctr on the cost of severa,0.0075425193088217,0.7106553,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385894594177556480,1385894594177556480,"#PakistanstandswithIndia We support cordially india in this situation and all the wishes are with them
",we support cordially india in this situation and all the wishes are with them,0.0309333039664193,0.6750437,Supportive,Supportive,Supportive,Supportive,en
1385832751220338690,1385832751220338690,"RT @meenaaziz: So while we pray for our neighbors will @OfficialNcoc look into why labs are charging exorbitantly for covid test With godfo…
",rt so while we pray for our neighbors will look into why labs are charging exorbitantly for covid test with godfo,0.0144932049047792,0.6300093,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385926429079220224,1385926429079220224,"Praying for India in these hard times. May Allah bless the neighbour and protect us from a similar situation . Amee… https://t.co/OtU77UZS39
",praying for india in these hard times may allah bless the neighbour and protect us from a similar situation amee,0.0249686602781867,0.8130463,Supportive,Supportive,Supportive,Supportive,en
1387484431921844224,1387484431921844224,"RT @JKDubai1: @PtiMalika @JamilBathaa @javiqbal09 @Defender_747 @aahmedrizwan89 @malihadubai @Nimrabu55782621 @Aarsh_Khan_DXB @RanaMasoodAl…
",rt,0.0010370031124303,0.77672493,Supportive,Supportive,Supportive,Supportive,id
1385386121140465668,1385386121140465668,"As a Pakistani. I Request @ImranKhanPTI to Help India. This is heart wrenching.  #IndiaNeedsOxygen… https://t.co/WsDv9q2GO1
",as a pakistani i request to help india this is heart wrenching,0.0452122377819795,0.6962697,Supportive,Supportive,Supportive,Supportive,en
1386022508407758848,1386022508407758848,"RT @mahargee7: Good Idea. At this crucial moment of time we should stand with humanity by putting all conflicts aside. #indianeedoxygen #In…
",rt good idea at this crucial moment of time we should stand with humanity by putting all conflicts aside,0.1542534884557194,0.6809576,Supportive,Supportive,Supportive,Supportive,en
1387733783873429506,1387733783873429506,"But no "" mede g ne kia hain to kuch soch ke kia hoga"" #India #IndiaCovidCrisis #IndiaNeedsOxygen https://t.co/2JzvxHiGJ2
",but no mede g ne kia hain to kuch soch ke kia hoga,0.0273469486873719,0.6609234,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386000082156331008,1386000082156331008,"#EndiaSaySorryToKashmir   We can feel pain for India &amp; we also pray for India but never Forget the pain of  Kashmir… https://t.co/jrv0hsRLtV
",we can feel pain for india amp we also pray for india but never forget the pain of kashmir,0.0020131983856217,0.7127799,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385966868771622912,1385966868771622912,"Thats called humanity. Good to see that people are not like politicians and care for their neighbouring country.Pra… https://t.co/IRxTdfkjDS
",thats called humanity good to see that people are not like politicians and care for their neighbouring country pra,0.2935007145633088,0.76322776,Supportive,Supportive,Supportive,Supportive,en
1386711707582705667,1386711707582705667,"RT @furquan_ali0: Foreign Players Help and Pray for India 🇮🇳 But our Indian Players busy in IPL🏏  it's Sad😞 #StayHome_StaySafe #COVID19Indi…
",rt foreign players help and pray for india but our indian players busy in ipl it s sad,0.0112153569733429,0.65271914,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386000012493172739,1386000012493172739,"Before the lockdown of Kashmir, when did the world know what lockdown is?  And then God rained down the lockdown on… https://t.co/juCakivyWN
",before the lockdown of kashmir when did the world know what lockdown is and then god rained down the lockdown on,0.0013514415342603,0.7227989,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385743609610256384,1385743609610256384,"Many prayers for Indians feeling the awful and unprecedented stress due to worsening#covid19 situation. In these ti… https://t.co/sG4iE4eQqV
",many prayers for indians feeling the awful and unprecedented stress due to worsening situation in these ti,0.0206849293140487,0.712074,Supportive,Supportive,Supportive,Supportive,en
1385923250295803904,1385923250295803904,"Let’s pray for India Let’s pray for Humanity. 🤍 Allah show your mercy on the people of india AMEEN… https://t.co/KBWOiyQDyu
",let s pray for india let s pray for humanity allah show your mercy on the people of india ameen,0.3079470733882077,0.80593973,Supportive,Supportive,Supportive,Supportive,en
1385867656754909184,1385867656754909184,"What a Beautiful Twitter Day.....Humanity Above Everything, May God Bless Every Suffering Being in every part of th… https://t.co/dNBRKCQHOr
",what a beautiful twitter day humanity above everything may god bless every suffering being in every part of th,0.1776604172749969,0.79575306,Supportive,Supportive,Supportive,Supportive,en
1389198419516792832,1389198419516792832,"No #citizen deserves such indignity, disrespect at the hand of it's own callous, arrogant, irresponsible, reckless,… https://t.co/1K3eVyEJzR
",no deserves such indignity disrespect at the hand of it s own callous arrogant irresponsible reckless,0.0237698475772931,0.63906765,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385978618828972032,1385978618828972032,"RT @Azfar84344945: We are extremely sad and worried about the current situation of India but maybe now they will understand  the pain of Ka…
",rt we are extremely sad and worried about the current situation of india but maybe now they will understand the pain of ka,0.0029691263739781,0.7498257,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386291997711880193,1386291997711880193,"If you can, watch what is happening in #India now, particularly #DelhiCovid. With the SA #CovidVaccine rollout plan… https://t.co/H4XMdHAXtC
",if you can watch what is happening in now particularly with the sa rollout plan,0.0012106947907916,0.66061497,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385968589027508225,1385968589027508225,"@rihanna can you please do one tweet for India oxygen crisis.   #IndiaNeedsOxygen   Cc @akshaykumar  @sachin_rt  @AnupamPKher
",can you please do one tweet for india oxygen crisis cc,0.0099268778879866,0.68163437,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1388659597678874629,1388659597678874629,"RT @NaumanHannani: #IndiaNeedsOxygen #COVID19India #PakistanstandswithIndia  Pak`s Edhi Foundation offers the help of 50 ambulances with th…
",rt pak s edhi foundation offers the help of 50 ambulances with th,0.0040288274014987,0.7200838,Not Supportive,Supportive,Supportive,Supportive,en
1386128972048740354,1386128972048740354,"#indianeedoxygen Crisis in India, but no one is speaking on this internal matter!! Are you guys waiting for some ex… https://t.co/kIj993jR05
",crisis in india but no one is speaking on this internal matter are you guys waiting for some ex,0.0241301174724447,0.6916379,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385923488372961280,1385923488372961280,"RT @Zubairkhadim3: Being human we have pain of India. But In Kashmir killing fathers brutally in front of their children leaving thousands…
",rt being human we have pain of india but in kashmir killing fathers brutally in front of their children leaving thousands,0.0028358125857206,0.7442534,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386058801762033665,1386058801762033665,"Prayers for India. This too shall pass. IN SHAA ALLAH!  United we stand in these times.  PAKISTAN ZINDABAD 🇵🇰… https://t.co/CidDT3ASSA
",prayers for india this too shall pass in shaa allah united we stand in these times pakistan zindabad,0.0078596765418228,0.7719996,Supportive,Supportive,Supportive,Supportive,en
1385885995086712832,1385885995086712832,"India will remain grateful to you.  India🇮🇳 will remain grateful to all Pakistanis🇵🇰who are showing humanity.  Than… https://t.co/NvXeoJGrVZ
",india will remain grateful to you india will remain grateful to all pakistanis who are showing humanity than,0.0426218424703191,0.81051695,Supportive,Supportive,Supportive,Supportive,en
1385379918016548865,1385379918016548865,"Situation in India is worst than any other country and will be continued (God forbid) May their Govt. Realize the n… https://t.co/FlZ8xurDbr
",situation in india is worst than any other country and will be continued god forbid may their govt realize the n,0.022780802298754,0.73568827,Supportive,Supportive,Supportive,Supportive,en
1385890815831126016,1385890815831126016,"RT @hssanoye: #PakistanstandswithIndia Message of condolence for the people of India.  Really heart breaking news from India.
",rt message of condolence for the people of india really heart breaking news from india,0.2541678303378978,0.8081791,Supportive,Supportive,Supportive,Supportive,en
1385855175579947008,1385855175579947008,"RT @aartic02: Hospitals knocking the door of Courts, literally begging for #Oxygen supply  #IndiaNeedsOxygen
",rt hospitals knocking the door of courts literally begging for supply,0.0040489275962636,0.6780545,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386006567842029569,1386006567842029569,"RT @syedshadabul: @ImranKhanPTI I would like to thanks for bottom of my heart on the behalf of entire nation for you kindness, In Sha Allah…
",rt i would like to thanks for bottom of my heart on the behalf of entire nation for you kindness in sha allah,0.0237679913097214,0.7624858,Not Supportive,Supportive,Supportive,Supportive,en
1385818205759934464,1385818205759934464,"India is facing a huge human tragedy where Covid is claiming thousands of lives every day. Hospitals lack beds and… https://t.co/vJ2JwmdDVy
",india is facing a huge human tragedy where covid is claiming thousands of lives every day hospitals lack beds and,0.0130898255707951,0.81714123,Supportive,Supportive,Supportive,Supportive,en
1385079257819459585,1385079257819459585,"During the pandemic, govt laid foundation of #RamMandir , #centralvista project, other statue, monuments.  Zero pri… https://t.co/2fMEnWj4qY
",during the pandemic govt laid foundation of project other statue monuments zero pri,0.0030731409035363,0.7223693,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386237441862946817,1386237441862946817,"Extremely saddened by upsetting news and videos coming from India. Please remember that you are in our thoughts and… https://t.co/9EcH2oNM6o
",extremely saddened by upsetting news and videos coming from india please remember that you are in our thoughts and,0.051658626598297,0.72068685,Supportive,Supportive,Supportive,Supportive,en
