,sample_index,Dim1,Dim2,Dim3,Dim4,Dim5,annotator,ED_index,chat_templates,gen_targets,prevs,emotions,gens,chat_cut,tidy_chat,model
1599,99,100,100,100,100,1,59,780,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
My wife had been out of the country for 2 months for school.  I left early to get to the airport to get her when she came back because I was excited to see her.</s>
<|assistant|>
I would be too, that is a long time!</s>
<|user|>
Yeah, it's especially long since we only recently moved and I don't really know anyone outside of work.</s>
<|assistant|>
",Wow that would make for a lonely timeframe,"Yeah, it's especially long since we only recently moved and I don't really know anyone outside of work.",joyful,I'm sorry to hear that. It can be tough to adjust to a new place and not have a support system. But I'm sure your wife will be happy to be back and help you settle in.,"My wife had been out of the country for 2 months for school.  I left early to get to the airport to get her when she came back because I was excited to see her.
I would be too, that is a long time!
Yeah, it's especially long since we only recently moved and I don't really know anyone outside of work.","Speaker: My wife had been out of the country for 2 months for school.  I left early to get to the airport to get her when she came back because I was excited to see her.
Listener: I would be too, that is a long time!
Speaker: Yeah, it's especially long since we only recently moved and I don't really know anyone outside of work.
Listener (Response): I'm sorry to hear that. It can be tough to adjust to a new place and not have a support system. But I'm sure your wife will be happy to be back and help you settle in.",zephyr_base
1600,100,100,100,100,97,1,59,2336,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I am a really picky eater, and now my favorite restaraunt is ruined for me.</s>
<|assistant|>
Why? What happened? I hope you didn't get food posioning.</s>
<|user|>
No poisoning, but my burger had a long hair in it, so I couldn't eat it.</s>
<|assistant|>
","Oh gosh, that is gross! Maybe tell the manager so he can make it right, and make sure his staff is doing things to health codes!","No poisoning, but my burger had a long hair in it, so I couldn't eat it.",disgusted,Ewww! That's disgusting. I would have sent it back and demanded a new one.,"I am a really picky eater, and now my favorite restaraunt is ruined for me.
Why? What happened? I hope you didn't get food posioning.
No poisoning, but my burger had a long hair in it, so I couldn't eat it.","Speaker: I am a really picky eater, and now my favorite restaraunt is ruined for me.
Listener: Why? What happened? I hope you didn't get food posioning.
Speaker: No poisoning, but my burger had a long hair in it, so I couldn't eat it.
Listener (Response): Ewww! That's disgusting. I would have sent it back and demanded a new one.",zephyr_dpo
1601,101,52,35,64,79,1,59,1066,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I can't seem to feel happy but I'm not depressed</s>
<|assistant|>
So what is the problem exactly?</s>
<|user|>
I just feel kinda stuck in life</s>
<|assistant|>
",Try doing something you never did before.,I just feel kinda stuck in life,joyful,What do you mean by that exactly? Are you not progressing in your life?,"I can't seem to feel happy but I'm not depressed
So what is the problem exactly?
I just feel kinda stuck in life","Speaker: I can't seem to feel happy but I'm not depressed
Listener: So what is the problem exactly?
Speaker: I just feel kinda stuck in life
Listener (Response): What do you mean by that exactly? Are you not progressing in your life?",zephyr_dpo
1602,102,100,99,100,29,1,59,1483,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
The news announced a tornado warning. I ignored it at first, but then the city tornado siren went off.</s>
<|assistant|>
Oh no, what are you going to do?</s>
<|user|>
I almost panicked as the winds started to gust, but thankfully it missed us. A few miles up the road weren't so lucky though. Always listen to those warnings</s>
<|assistant|>
","I never listen to those warnings either, but now I'll have second thoughts.","I almost panicked as the winds started to gust, but thankfully it missed us. A few miles up the road weren't so lucky though. Always listen to those warnings",trusting,"Yes, you never know how bad it could be.","The news announced a tornado warning. I ignored it at first, but then the city tornado siren went off.
Oh no, what are you going to do?
I almost panicked as the winds started to gust, but thankfully it missed us. A few miles up the road weren't so lucky though. Always listen to those warnings","Speaker: The news announced a tornado warning. I ignored it at first, but then the city tornado siren went off.
Listener: Oh no, what are you going to do?
Speaker: I almost panicked as the winds started to gust, but thankfully it missed us. A few miles up the road weren't so lucky though. Always listen to those warnings
Listener (Response): Yes, you never know how bad it could be.",zephyr_dpo
1603,103,100,100,100,100,1,59,964,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
i have been more happy</s>
<|assistant|>
Meaning you have been happier before or you are more happy now than you have been?</s>
<|user|>
happier now beacuse i have been built a new house</s>
<|assistant|>
","Oh wow, that's great! I would be very happy too!",happier now beacuse i have been built a new house,excited,Oh wow that is something to be happy about! Where is your old house located?,"i have been more happy
Meaning you have been happier before or you are more happy now than you have been?
happier now beacuse i have been built a new house","Speaker: i have been more happy
Listener: Meaning you have been happier before or you are more happy now than you have been?
Speaker: happier now beacuse i have been built a new house
Listener (Response): Oh wow that is something to be happy about! Where is your old house located?",zephyr_dpo
1604,104,19,58,21,27,1,59,1705,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
when i was young i hit a car on the parking lot and did not say anything'</s>
<|assistant|>
Why didn't you say anything?</s>
<|user|>
i did not see any marks on the other car and was running late</s>
<|assistant|>
",Well then I dont blame you. I would have done the same thing,i did not see any marks on the other car and was running late,guilty,Did you find out later you hit the car?,"when i was young i hit a car on the parking lot and did not say anything'
Why didn't you say anything?
i did not see any marks on the other car and was running late","Speaker: when i was young i hit a car on the parking lot and did not say anything'
Listener: Why didn't you say anything?
Speaker: i did not see any marks on the other car and was running late
Listener (Response): Did you find out later you hit the car?",zephyr_dpo
1605,60,74,62,85,58,1,41,17,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I feel off my bike the other day. it hurt.</s>
<|assistant|>
Oh no! How badly did you hurt yourself?</s>
<|user|>
A few scraps to my elbows but nothing major, i was just embarrassed.</s>
<|assistant|>
","That doesn't sound too bad, it could have been much worse! ","A few scraps to my elbows but nothing major, i was just embarrassed.",embarrassed,"That doesn't sound too bad, it could have been much worse! ","I feel off my bike the other day. it hurt.
Oh no! How badly did you hurt yourself?
A few scraps to my elbows but nothing major, i was just embarrassed.","Speaker: I feel off my bike the other day. it hurt.
Listener: Oh no! How badly did you hurt yourself?
Speaker: A few scraps to my elbows but nothing major, i was just embarrassed.
Listener (Response): At least you didn't get any major injuries. Falling off a bike in public can be embarrassing.",human_targets
1606,61,75,70,75,61,1,41,100,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
Sometimes it's impossible to shove more food down my gullet</s>
<|assistant|>
Do you have a medical condition?</s>
<|user|>
Nah, I'm trying to gain some pounds, I just haven't acclimated to the quantity yet</s>
<|assistant|>
",Are you trying to gain muscle?,"Nah, I'm trying to gain some pounds, I just haven't acclimated to the quantity yet",angry,Are you trying to gain muscle?,"Sometimes it's impossible to shove more food down my gullet
Do you have a medical condition?
Nah, I'm trying to gain some pounds, I just haven't acclimated to the quantity yet","Speaker: Sometimes it's impossible to shove more food down my gullet
Listener: Do you have a medical condition?
Speaker: Nah, I'm trying to gain some pounds, I just haven't acclimated to the quantity yet
Listener (Response): How much weight do you want to gain?",human_targets
1607,62,54,79,45,45,1,41,102,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
The litter of puppies had been born!</s>
<|assistant|>
Nice, amazing to witness birth</s>
<|user|>
All of the puppies survived, truly a lucky amazing occasion!</s>
<|assistant|>
","Good to hear, have fun with puppies!","All of the puppies survived, truly a lucky amazing occasion!",joyful,"Good to hear, have fun with puppies!","The litter of puppies had been born!
Nice, amazing to witness birth
All of the puppies survived, truly a lucky amazing occasion!","Speaker: The litter of puppies had been born!
Listener: Nice, amazing to witness birth
Speaker: All of the puppies survived, truly a lucky amazing occasion!
Listener (Response): Yes, puppies are so cute",human_targets
1608,63,100,100,100,100,1,41,2393,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I have to go to confession at the church... i was a little mean to my mom, sometimes its difficult to be always nice</s>
<|assistant|>
Yea, I am like that, too. Did you apologize?</s>
<|user|>
Well yes when i shouted and i inmeaditelly apologize but i feel really bad</s>
<|assistant|>
","It happens. Like you said, we can't all be perfect.",Well yes when i shouted and i inmeaditelly apologize but i feel really bad,guilty,"It happens. Like you said, we can't all be perfect.","I have to go to confession at the church... i was a little mean to my mom, sometimes its difficult to be always nice
Yea, I am like that, too. Did you apologize?
Well yes when i shouted and i inmeaditelly apologize but i feel really bad","Speaker: I have to go to confession at the church... i was a little mean to my mom, sometimes its difficult to be always nice
Listener: Yea, I am like that, too. Did you apologize?
Speaker: Well yes when i shouted and i inmeaditelly apologize but i feel really bad
Listener (Response): Its okay, we all have those moments. Hopefully she forgave you.",human_targets
1609,64,100,100,100,100,1,41,759,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I can't wait to travel south to get my favorite take out. Can't find it here.</s>
<|assistant|>
That is a very long drive! How long will it take to get there?</s>
<|user|>
About an hour. But it'll be worth it.</s>
<|assistant|>
","It must be very good, if you're willing to go that far!",About an hour. But it'll be worth it.,hopeful,"It must be very good, if you're willing to go that far!","I can't wait to travel south to get my favorite take out. Can't find it here.
That is a very long drive! How long will it take to get there?
About an hour. But it'll be worth it.","Speaker: I can't wait to travel south to get my favorite take out. Can't find it here.
Listener: That is a very long drive! How long will it take to get there?
Speaker: About an hour. But it'll be worth it.
Listener (Response): I would wait as long as I had to to get my favorite food!",human_targets
1610,65,82,86,93,100,1,41,27,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
My dog puked all over the carpet a few weeks back.</s>
<|assistant|>
Oh nasty! That must have been a heck of a pain to clean.</s>
<|user|>
Was absolutely disgusting but luckily it did come out easy.</s>
<|assistant|>
","I wouldn't have thought it would be so easy, that's good!",Was absolutely disgusting but luckily it did come out easy.,disgusted,That's good to hear! I'm glad it wasn't too difficult to clean up.,"My dog puked all over the carpet a few weeks back.
Oh nasty! That must have been a heck of a pain to clean.
Was absolutely disgusting but luckily it did come out easy.","Speaker: My dog puked all over the carpet a few weeks back.
Listener: Oh nasty! That must have been a heck of a pain to clean.
Speaker: Was absolutely disgusting but luckily it did come out easy.
Listener (Response): That's good to hear! I'm glad it wasn't too difficult to clean up.",zephyr_base
1611,66,79,100,76,87,1,41,20,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I exams went really well this year, How has your year gone?</s>
<|assistant|>
Good for you!.  My year have been ok too so far.</s>
<|user|>
Thanks, I am feeling a lot more confident in myself. Remember the year can only get better.</s>
<|assistant|>
",You seem to be very hopeful!  That is great.,"Thanks, I am feeling a lot more confident in myself. Remember the year can only get better.",confident,I completely agree with you. The year can only get better from here. Keep up the good work and stay positive.,"I exams went really well this year, How has your year gone?
Good for you!.  My year have been ok too so far.
Thanks, I am feeling a lot more confident in myself. Remember the year can only get better.","Speaker: I exams went really well this year, How has your year gone?
Listener: Good for you!.  My year have been ok too so far.
Speaker: Thanks, I am feeling a lot more confident in myself. Remember the year can only get better.
Listener (Response): I completely agree with you. The year can only get better from here. Keep up the good work and stay positive.",zephyr_base
1612,67,100,100,100,100,1,41,196,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I took my final exams a few weeks ago and I was sure I had done well, but I failed.</s>
<|assistant|>
Oh I'm so sorry to hear that!</s>
<|user|>
I don't know what happened. I studied and passed everything else. Now I have to retake the class and I'm upset</s>
<|assistant|>
",Is there somewhere you can go for extra help with that course? A tutor or something?,I don't know what happened. I studied and passed everything else. Now I have to retake the class and I'm upset,confident,"It's understandable to feel upset, but don't worry too much. You can learn from this experience and do better next time. Have you considered talking to your professor or academic advisor about your options?","I took my final exams a few weeks ago and I was sure I had done well, but I failed.
Oh I'm so sorry to hear that!
I don't know what happened. I studied and passed everything else. Now I have to retake the class and I'm upset","Speaker: I took my final exams a few weeks ago and I was sure I had done well, but I failed.
Listener: Oh I'm so sorry to hear that!
Speaker: I don't know what happened. I studied and passed everything else. Now I have to retake the class and I'm upset
Listener (Response): It's understandable to feel upset, but don't worry too much. You can learn from this experience and do better next time. Have you considered talking to your professor or academic advisor about your options?",zephyr_base
1613,68,93,100,74,100,1,41,1060,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I got my four year old daughter her first tricycle yesterday.</s>
<|assistant|>
thats so sweet of you</s>
<|user|>
She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.</s>
<|assistant|>
",oh yea i can imagine glad shes fine,She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.,terrified,"It's understandable to feel scared when your child is hurt, but it's great to see that she took it like a champ. Is she okay now?","I got my four year old daughter her first tricycle yesterday.
thats so sweet of you
She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.","Speaker: I got my four year old daughter her first tricycle yesterday.
Listener: thats so sweet of you
Speaker: She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.
Listener (Response): It's understandable to feel scared when your child is hurt, but it's great to see that she took it like a champ. Is she okay now?",zephyr_base
1614,69,90,95,75,89,1,41,877,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I recently had a big argument with my sister. We both got very upset and angry at each other.</s>
<|assistant|>
Isn't that what sisters are for?  What were you guys upset about?</s>
<|user|>
I'm not so sure. We just had a discussion that heated and became an argument with tempers flying.</s>
<|assistant|>
","Maybe once you feel like you can bring it up again, you can try to approach the topic from another angle.",I'm not so sure. We just had a discussion that heated and became an argument with tempers flying.,angry,"I understand how frustrating it can be when a discussion turns into an argument. It's okay to feel upset and angry, but it's important to remember that family is important. Have you tried talking to your sister about how you feel and what you think caused the argument? Maybe you can work together to find a solution that works for both of you.","I recently had a big argument with my sister. We both got very upset and angry at each other.
Isn't that what sisters are for?  What were you guys upset about?
I'm not so sure. We just had a discussion that heated and became an argument with tempers flying.","Speaker: I recently had a big argument with my sister. We both got very upset and angry at each other.
Listener: Isn't that what sisters are for?  What were you guys upset about?
Speaker: I'm not so sure. We just had a discussion that heated and became an argument with tempers flying.
Listener (Response): I understand how frustrating it can be when a discussion turns into an argument. It's okay to feel upset and angry, but it's important to remember that family is important. Have you tried talking to your sister about how you feel and what you think caused the argument? Maybe you can work together to find a solution that works for both of you.",zephyr_base
1615,70,100,100,91,100,1,41,177,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
My mother in law was recently placed in hospice and is not expected to live much longer.</s>
<|assistant|>
oh man. it's always tough to lose a parent. how old is she?</s>
<|user|>
She's 87, so she has lived a long life, but she has Alzheimers, and it's really sad to watch her lose her mind.</s>
<|assistant|>
yeah i bet. at least you got to know her for as long as you did</s>
<|user|>
That's a great way of looking at it. I should try to keep a positive attitude towards it.</s>
<|assistant|>
","yep she's want you to remember that, even if she can't remember it herself",That's a great way of looking at it. I should try to keep a positive attitude towards it.,devastated,yeah. she had a good life i'm sure,"My mother in law was recently placed in hospice and is not expected to live much longer.
oh man. it's always tough to lose a parent. how old is she?
She's 87, so she has lived a long life, but she has Alzheimers, and it's really sad to watch her lose her mind.
yeah i bet. at least you got to know her for as long as you did
That's a great way of looking at it. I should try to keep a positive attitude towards it.","Speaker: My mother in law was recently placed in hospice and is not expected to live much longer.
Listener: oh man. it's always tough to lose a parent. how old is she?
Speaker: She's 87, so she has lived a long life, but she has Alzheimers, and it's really sad to watch her lose her mind.
Listener: yeah i bet. at least you got to know her for as long as you did
Speaker: That's a great way of looking at it. I should try to keep a positive attitude towards it.
Listener (Response): yeah. she had a good life i'm sure",zephyr_dpo
1616,71,36,59,35,35,1,41,1928,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I got some great news today! My husband got a better paying job offer!</s>
<|assistant|>
Holy cow that's awesome!!!  What are you going to do with all that extra moneys??</s>
<|user|>
Not sure yet, but itll help us life more comforatbly! We move to his hometown in November when he gets out of Army!</s>
<|assistant|>
",That's pretty cool!  Congrats!!,"Not sure yet, but itll help us life more comforatbly! We move to his hometown in November when he gets out of Army!",grateful,Oh wow that's exciting!!  You guys must be so happy!!  Army life isn't easy so I'm sure you're both thrilled!!,"I got some great news today! My husband got a better paying job offer!
Holy cow that's awesome!!!  What are you going to do with all that extra moneys??
Not sure yet, but itll help us life more comforatbly! We move to his hometown in November when he gets out of Army!","Speaker: I got some great news today! My husband got a better paying job offer!
Listener: Holy cow that's awesome!!!  What are you going to do with all that extra moneys??
Speaker: Not sure yet, but itll help us life more comforatbly! We move to his hometown in November when he gets out of Army!
Listener (Response): Oh wow that's exciting!!  You guys must be so happy!!  Army life isn't easy so I'm sure you're both thrilled!!",zephyr_dpo
1617,72,83,92,42,38,1,41,24,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
Life seems to be going perfect right now, how about you?</s>
<|assistant|>
I'm glad to hear that! Things are really going great for me too!</s>
<|user|>
Well that's even better news! i'm feeling hopeful for the both of us.</s>
<|assistant|>
",Same here. Let's hope these good times stick around real long!,Well that's even better news! i'm feeling hopeful for the both of us.,hopeful,"Yes, there is so much to be hopeful for! I'm really happy for you!","Life seems to be going perfect right now, how about you?
I'm glad to hear that! Things are really going great for me too!
Well that's even better news! i'm feeling hopeful for the both of us.","Speaker: Life seems to be going perfect right now, how about you?
Listener: I'm glad to hear that! Things are really going great for me too!
Speaker: Well that's even better news! i'm feeling hopeful for the both of us.
Listener (Response): Yes, there is so much to be hopeful for! I'm really happy for you!",zephyr_dpo
1618,73,100,100,93,100,1,41,98,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I get pretty sad some nights, but it feels good to cry sometimes</s>
<|assistant|>
Oh, why are you crying? Is anything wrong in particular? Have you talked to somebody?</s>
<|user|>
Yeah, sometimes it's like a deep sadness comes out of nowhere</s>
<|assistant|>
","Oh I'm sorry, I hope you get the help that you need.","Yeah, sometimes it's like a deep sadness comes out of nowhere",sad,"I know how that feels, sometimes you just feel down for no reason. Have you tried talking to a therapist?","I get pretty sad some nights, but it feels good to cry sometimes
Oh, why are you crying? Is anything wrong in particular? Have you talked to somebody?
Yeah, sometimes it's like a deep sadness comes out of nowhere","Speaker: I get pretty sad some nights, but it feels good to cry sometimes
Listener: Oh, why are you crying? Is anything wrong in particular? Have you talked to somebody?
Speaker: Yeah, sometimes it's like a deep sadness comes out of nowhere
Listener (Response): I know how that feels, sometimes you just feel down for no reason. Have you tried talking to a therapist?",zephyr_dpo
1619,74,100,100,86,100,1,41,2482,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I went out to the country to gaze at some stars.</s>
<|assistant|>
Cool! That sounds like a great time!</s>
<|user|>
I was overwhelmed by the enormity of the universe.</s>
<|assistant|>
",Wow that's pretty deep!,I was overwhelmed by the enormity of the universe.,sentimental,"Yeah, it's pretty crazy to think about how big everything is!","I went out to the country to gaze at some stars.
Cool! That sounds like a great time!
I was overwhelmed by the enormity of the universe.","Speaker: I went out to the country to gaze at some stars.
Listener: Cool! That sounds like a great time!
Speaker: I was overwhelmed by the enormity of the universe.
Listener (Response): Yeah, it's pretty crazy to think about how big everything is!",zephyr_dpo
1620,0,85,63,62,59,1,201,343,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I found an old picture of when my oldest daughter started kindergarten 11 years ago.</s>
<|assistant|>
that must be a cute picture</s>
<|user|>
It is!  In it, she's just standing with a huge smile on her face and a Hello Kitty backpack.</s>
<|assistant|>
",so young and ready to conquer the world,"It is!  In it, she's just standing with a huge smile on her face and a Hello Kitty backpack.",nostalgic,i bet she was so excited,"I found an old picture of when my oldest daughter started kindergarten 11 years ago.
that must be a cute picture
It is!  In it, she's just standing with a huge smile on her face and a Hello Kitty backpack.","Speaker: I found an old picture of when my oldest daughter started kindergarten 11 years ago.
Listener: that must be a cute picture
Speaker: It is!  In it, she's just standing with a huge smile on her face and a Hello Kitty backpack.
Listener (Response): i bet she was so excited",SFT
1621,1,99,100,97,100,1,201,274,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
Someone hit my car while I was shopping. I am so mad they didn't even leave a note.</s>
<|assistant|>
Oh no that is terrible, I can not believe that they would drive off without leaving any contact information! How bad was the accident? </s>
<|user|>
Huge dent, I can't believe someone could do that and drive off.</s>
<|assistant|>
","Wow, that is terrible. I hope that you are able to catch them or find surveillance videos of who did it, because most malls do have cameras in the parking lots.","Huge dent, I can't believe someone could do that and drive off.",furious,"I am so sorry to hear that, I hope you can get it fixed soon!","Someone hit my car while I was shopping. I am so mad they didn't even leave a note.
Oh no that is terrible, I can not believe that they would drive off without leaving any contact information! How bad was the accident? 
Huge dent, I can't believe someone could do that and drive off.","Speaker: Someone hit my car while I was shopping. I am so mad they didn't even leave a note.
Listener: Oh no that is terrible, I can not believe that they would drive off without leaving any contact information! How bad was the accident? 
Speaker: Huge dent, I can't believe someone could do that and drive off.
Listener (Response): I am so sorry to hear that, I hope you can get it fixed soon!",SFT
1622,2,85,77,100,92,1,201,2061,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I stress eat a lot. I decided i need to control it and i didn't eat sweets for more than a week. very proud of myself</s>
<|assistant|>
That's great, keep it up if you can!</s>
<|user|>
I'll try to do my best. i think i will also need to see a doctor. I just don't wanna get obese</s>
<|assistant|>
",It's good that you're being more proactive about your health now.,I'll try to do my best. i think i will also need to see a doctor. I just don't wanna get obese,proud,I'm sure you'll be fine.,"I stress eat a lot. I decided i need to control it and i didn't eat sweets for more than a week. very proud of myself
That's great, keep it up if you can!
I'll try to do my best. i think i will also need to see a doctor. I just don't wanna get obese","Speaker: I stress eat a lot. I decided i need to control it and i didn't eat sweets for more than a week. very proud of myself
Listener: That's great, keep it up if you can!
Speaker: I'll try to do my best. i think i will also need to see a doctor. I just don't wanna get obese
Listener (Response): I'm sure you'll be fine.",SFT
1623,3,50,50,50,50,1,201,395,"<|system|>
You are a friendly assistant, who provides empathetic responses to the user. The input contains previous turn of the dialog, where each utterance is prefaced with tags <|user|>, or <|assistant|>. Be empathetic and precise. Make sure to give responses that make dialogue flow. Avoid repeating the prompt.</s>
<|user|>
I have to run several errands for my father-in-law today and he wants them done before my mother-in-law get into town, which is at some unspecified time today.</s>
<|assistant|>
It sounds like a stressful day. You have to just live in the present so, you will not be too stress out.</s>
<|user|>
Yeah, I'm ready to get everything done so I can relax. I can't start on the errands until I drop the kids at school though.</s>
<|assistant|>
",When that is over then you can do you. We have to make time for ourselves.,"Yeah, I'm ready to get everything done so I can relax. I can't start on the errands until I drop the kids at school though.",anxious,That is a good idea. You should be able to get everything done before your mother-in-law arrives.,"I have to run several errands for my father-in-law today and he wants them done before my mother-in-law get into town, which is at some unspecified time today.
It sounds like a stressful day. You have to just live in the present so, you will not be too stress out.
Yeah, I'm ready to get everything done so I can relax. I can't start on the errands until I drop the kids at school though.","Speaker: I have to run several errands for my father-in-law today and he wants them done before my mother-in-law get into town, which is at some unspecified time today.
Listener: It sounds like a stressful day. You have to just live in the present so, you will not be too stress out.
Speaker: Yeah, I'm ready to get everything done so I can relax. I can't start on the errands until I drop the kids at school though.
Listener (Response): That is a good idea. You should be able to get everything done before your mother-in-law arrives.",SFT
